0.05,1,1,961546061894215151,human,110
0.05,1,3,3761288920834625188,zombies,401
0.05,1,2,7601594001694685613,human,501
0.05,1,0,3630013584265608364,human,1406
0.05,1,6,5908166525711612227,human,263
0.05,1,4,2145658593048086670,human,4343
0.05,1,5,3973842834352006556,zombies,1746
0.05,1,9,6724373471614223054,human,109
0.05,1,7,8871312500591653573,human,398
0.05,0,1,8666201095627354454,zombies,437
0.05,0,0,165685637351956541,zombies,1323
0.05,0,2,2921257600671536048,zombies,873
0.05,1,8,9073219198643720022,human,685
0.05,0,3,6200261824571562981,zombies,712
0.05,0,4,2901757396079234361,zombies,754
0.05,0,8,8289689347672150686,human,214
0.05,0,7,3546222084147888831,zombies,398
0.05,0,5,8718305841372223457,zombies,989
0.05,0,6,7013031762780368436,zombies,1610
0.05,0,9,6216234467305322010,zombies,1983
0.15,1,2,2806931008017307286,human,460
0.15,1,0,2094991192187070527,human,911
0.15,1,3,4291162111757474771,zombies,371
0.15,1,1,2908500220410176729,human,1436
0.15,1,6,7599691053982823194,human,558
0.15,1,5,6489900175753745542,zombies,475
0.15,1,4,3068632997236008991,human,906
0.15,1,9,3161443022609403215,zombies,384
0.15,0,0,8238918052141377726,zombies,265
0.15,1,8,2879164158807067057,zombies,1348
0.15,1,7,4198992756222408178,human,1165
0.15,0,3,5601884296396075962,zombies,515
0.15,0,2,6411067879445368446,human,874
0.15,0,1,3569610414718381380,zombies,3700
0.15,0,4,5274022789222198246,zombies,1018
0.15,0,5,2007795051444444877,human,902
0.15,0,7,6613756851756975505,zombies,463
0.15,0,6,2353828453569689521,zombies,776
0.15,0,8,556079812381130117,human,609
0.15,0,9,3527182251756303493,zombies,2290
0.25,1,0,1743732836060280545,zombies,245
0.25,1,2,4342867653492312279,human,3182
0.25,1,1,6329656565142703100,human,554
0.25,1,5,6911976560631763728,zombies,330
0.25,1,4,5289070728904924876,human,413
0.25,1,3,6793145990076574167,human,411
0.25,1,7,7269338073004471720,zombies,330
0.25,1,9,4962713392967509726,zombies,988
0.25,1,6,1173755502476508347,human,580
0.25,0,0,7164611681974111761,human,1102
0.25,1,8,1714298793635512760,human,568
0.25,0,2,1829755166910220676,human,922
0.25,0,3,831794071594198827,human,596
0.25,0,1,5743395408949728458,human,927
0.25,0,5,2291484349977095745,human,1394
0.25,0,6,2781028645052809409,zombies,760
0.25,0,4,670044415923500968,human,1180
0.25,0,8,6833359824510492480,zombies,313
0.25,0,7,6856148268530061386,zombies,1360
0.25,0,9,3029557481580557516,human,3432
0.35,1,1,8167890836194530157,human,498
0.35,1,0,7095895186896501286,human,970
0.35,1,2,7362190112266288069,human,325
0.35,1,5,5853232980716561816,human,403
0.35,1,4,4958390546790117156,human,458
0.35,1,3,8636300299019620293,human,797
0.35,1,6,6988172997671911577,human,569
0.35,0,0,4844812410666136528,human,512
0.35,1,8,800402189005281813,human,667
0.35,1,7,8725436051941319951,human,289
0.35,1,9,8343898350368891362,human,402
0.35,0,2,5454029822979995927,human,282
0.35,0,1,6436968544174911744,human,739
0.35,0,3,568559205465952526,human,1126
0.35,0,4,891938637275804234,human,987
0.35,0,6,5004634554959247145,human,470
0.35,0,7,1615107329249911371,human,625
0.35,0,9,361654571390673204,zombies,284
0.35,0,8,8873884165721969648,human,606
0.35,0,5,8214467942427793757,human,2952
0.45,1,1,1160142336692136572,human,471
0.45,1,0,2049071927902620356,human,338
0.45,1,3,6613291705824546062,human,315
0.45,1,2,8176185333051072978,human,486
0.45,1,5,3351567825206385962,human,370
0.45,1,6,9034877038215676632,human,256
0.45,1,8,3989702217579167993,human,337
0.45,1,4,947749512016476697,human,1056
0.45,0,0,6298577802530945270,human,445
0.45,1,7,8057904109968594644,human,611
0.45,0,1,4857669192395733921,human,744
0.45,1,9,1789680081117271720,human,874
0.45,0,2,6676157853612781465,human,655
0.45,0,4,1589020044989627832,human,561
0.45,0,3,1749080859072484113,human,909
0.45,0,5,4623851958037358710,human,490
0.45,0,6,2039659890670819153,human,419
0.45,0,8,6438488818325509647,human,303
0.45,0,7,6574061687940543475,human,2809
0.45,0,9,8001295603836280540,human,532
