0.35,0,0,5539410144394887897,humans,426
0.35,0,1,5463515591036586739,humans,858
0.35,0,2,5052922329251539899,humans,854
0.35,0,3,3259225921026972045,humans,179
0.35,0,4,3577757944726246898,humans,320
0.35,0,5,7818829801596567958,humans,246
0.35,0,6,1200352518349672596,humans,666
0.35,0,7,6404376408578505951,humans,385
0.35,0,8,2831115440135773666,humans,234
0.35,0,9,8346947151698312924,humans,246
0.35,0,10,8033861472470857532,humans,153
0.35,0,11,6694649044502839553,humans,149
0.35,0,12,217812697868645596,humans,272
0.35,0,13,410671269943741829,humans,291
0.35,0,14,1732340781710916458,humans,128
0.35,0,15,6726764496483334519,humans,349
0.35,0,16,9014889982814806439,humans,377
0.35,0,17,8685956965568108008,humans,355
0.35,0,18,3465517600505571704,humans,657
0.35,0,19,4494334094829345076,humans,295
0.35,0,20,9114980884877274632,humans,670
0.35,0,21,267455714774679434,humans,234
0.35,0,22,2214728204409819782,humans,318
0.35,0,23,9181944986891698865,humans,378
0.35,0,24,5795331537158740585,humans,1133
0.35,0,25,6034529175906896778,humans,933
0.35,0,26,8552907147325378494,humans,185
0.35,0,27,4841586158746015720,humans,474
0.35,0,28,8560506109229252332,humans,387
0.35,0,29,8005127631074937666,humans,426
0.35,0,30,866600482990184625,humans,278
0.35,0,31,5055304579012846366,humans,460
0.35,0,32,5162852186708806573,humans,199
0.35,0,33,7790764780640241691,humans,337
0.35,0,34,1985861916810407158,humans,567
0.35,0,35,8839593086678671230,humans,782
0.35,0,36,6805242573188203448,humans,303
0.35,0,37,1721929608043638202,humans,690
0.35,0,38,3480761669332255682,humans,106
0.35,0,39,8149228692403146475,humans,312
0.35,0,40,449668427493817332,humans,230
0.35,0,41,39818386165902379,humans,165
0.35,0,42,3530493085784294741,humans,424
0.35,0,43,237796318579852429,humans,340
0.35,0,44,3833277164816373979,humans,467
0.35,0,45,2991065506282860262,humans,300
0.35,0,46,7340878399729173724,humans,226
0.35,0,47,3440960458521782737,humans,141
0.35,0,48,6561998829837338189,humans,676
0.35,0,49,5263878715804737723,humans,711
0.35,2,0,6810985153942266787,zombies,1923
0.35,2,1,6072412220086771036,humans,389
0.35,2,2,6827923612216561890,humans,290
0.35,2,3,5233869001486384341,humans,423
0.35,2,4,8783576701030629265,humans,136
0.35,2,5,765876984904830622,zombies,553
0.35,2,6,4827068497371125983,humans,310
0.35,2,7,7844171238362355547,humans,411
0.35,2,8,5074496618315065252,zombies,204
0.35,2,9,3145560214696036377,humans,530
0.35,2,10,4492773167418577150,humans,580
0.35,2,11,5390181076786676590,humans,1210
0.35,2,12,4277648178766891216,humans,580
0.35,2,13,7337751967577524398,humans,805
0.35,2,14,5568407716546829223,humans,697
0.35,2,15,8088512744078779975,humans,516
0.35,2,16,7108259795270739984,humans,258
0.35,2,17,99111893155117202,humans,514
0.35,2,18,1433831400333743577,humans,812
0.35,2,19,4610400971245337748,humans,472
0.35,2,20,5534055521938214834,humans,270
0.35,2,21,700364442759864240,humans,602
0.35,2,22,3866948918593850717,humans,331
0.35,2,23,3016081843844020379,humans,323
0.35,2,24,70807990525743829,humans,529
0.35,2,25,704300772846291281,humans,373
0.35,2,26,7552748900866151223,humans,110
0.35,2,27,2722997631633666501,humans,751
0.35,2,28,7045102180134990170,humans,547
0.35,2,29,2522945708862398648,humans,508
0.35,2,30,8920678159309759516,humans,382
0.35,2,31,8571379428389495253,humans,500
0.35,2,32,3976565553594086023,humans,290
0.35,2,33,3158140168305238278,humans,558
0.35,2,34,4819736786066348279,humans,395
0.35,2,35,5887930735812687979,humans,642
0.35,2,36,8223657841919442827,humans,661
